Diet Plan ID,Goal,BMI Range,BMI Category,Maintenance Calorie Range,Diet Preference,Meal,Option,Quantity,Calories (kcal),Protein (g),Carbs (g),Fats (g),Fiber (g)
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Breakfast,Whole wheat toast with peanut butter,2 slices,400,15,55,12,6
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Breakfast,Chia pudding with fruits,1 bowl,320,8,50,10,9
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Breakfast,Paneer sandwich,1 sandwich,380,18,40,12,5
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Breakfast,Upma with vegetables,1 plate,300,6,45,5,8
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Lunch,"Dal, rice, and mixed veggies",1 plate,600,25,85,12,10
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Lunch,Chickpea salad with olive oil,1 bowl,550,22,65,15,12
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Lunch,Stuffed paratha with curd,2 parathas,500,18,70,14,6
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Lunch,Rajma with brown rice,1 plate,620,26,90,10,8
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Lunch,Soybean curry with chapati,2 chapatis,580,30,75,10,7
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Snack,Greek yogurt with honey,1 cup,250,15,30,5,2
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Snack,Sprouts chaat,1 bowl,220,12,28,4,5
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Snack,Boiled corn with butter,1 bowl,280,8,35,8,3
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Snack,Banana smoothie with almonds,1 glass,350,10,50,7,4
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Snack,Peanut chikki,2 pieces,300,12,40,10,3
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Dinner,Vegetable khichdi with curd,1 bowl,500,22,70,10,8
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Dinner,Besan chilla with mint chutney,3 chillas,450,20,60,8,6
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Dinner,Methi thepla with curd,2 theplas,480,18,65,12,5
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Dinner,Vegetable pulao with paneer,1 plate,550,25,80,10,7
35,Endurance Training,35-39.9,Obesity Class 2,~3100-3600 kcal,Vegetarian,Dinner,Dal soup with whole wheat toast,1 bowl + 1 toast,420,15,55,7,6
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Breakfast,Oats with nuts & banana,1 bowl,350,10,60,8,7
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Breakfast,Whole wheat toast with peanut butter,2 slices,400,15,55,12,6
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Breakfast,Chia pudding with fruits,1 bowl,320,8,50,10,9
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Breakfast,Paneer sandwich,1 sandwich,380,18,40,12,5
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Breakfast,Upma with vegetables,1 plate,300,6,45,5,8
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Lunch,"Dal, rice, and mixed veggies",1 plate,600,25,85,12,10
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Lunch,Chickpea salad with olive oil,1 bowl,550,22,65,15,12
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Lunch,Stuffed paratha with curd,2 parathas,500,18,70,14,6
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Lunch,Rajma with brown rice,1 plate,620,26,90,10,8
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Lunch,Soybean curry with chapati,2 chapatis,580,30,75,10,7
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Snack,Greek yogurt with honey,1 cup,250,15,30,5,2
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Snack,Sprouts chaat,1 bowl,220,12,28,4,5
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Snack,Boiled corn with butter,1 bowl,280,8,35,8,3
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Snack,Banana smoothie with almonds,1 glass,350,10,50,7,4
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Snack,Peanut chikki,2 pieces,300,12,40,10,3
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Dinner,Vegetable khichdi with curd,1 bowl,500,22,70,10,8
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Dinner,Besan chilla with mint chutney,3 chillas,450,20,60,8,6
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Dinner,Methi thepla with curd,2 theplas,480,18,65,12,5
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Dinner,Vegetable pulao with paneer,1 plate,550,25,80,10,7
36,Endurance Training,40+,Obesity Class 3,~3300-3800 kcal,Vegetarian,Dinner,Dal soup with whole wheat toast,1 bowl + 1 toast,420,15,55,7,6
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Breakfast,Oats with nuts and banana,1 bowl,350,12,55,10,6
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Breakfast,Paneer paratha with curd,2 parathas,400,15,50,15,5
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Breakfast,Besan cheela with chutney,3 cheelas,380,14,45,12,6
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Breakfast,Sprouts salad with lemon,1 bowl,300,18,40,8,8
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Breakfast,Banana peanut butter toast,2 toasts,420,16,50,18,5
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Lunch,"Dal, brown rice & sabzi",1 plate,500,20,70,12,8
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Lunch,Rajma with quinoa & curd,1 plate,550,22,75,14,9
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Lunch,Soybean curry with chapati,2 chapatis,530,25,65,15,10
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Lunch,Chickpea salad & buttermilk,1 bowl,480,22,60,14,8
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Lunch,Tofu stir-fry with millet,1 plate,520,24,68,16,9
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Snack,Greek yogurt with almonds,1 bowl,250,18,20,10,4
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Snack,Boiled eggs with avocado,2 eggs,300,20,10,18,2
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Snack,Cottage cheese with fruit,1 bowl,280,16,30,10,5
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Snack,Hummus with multigrain bread,2 slices,270,14,35,8,6
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Snack,Peanut chikki with milk,1 bar,320,12,40,15,4
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Dinner,Grilled paneer with veggies,1 plate,450,22,50,15,6
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Dinner,Moong dal khichdi & raita,1 bowl,500,24,65,12,7
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Dinner,Stuffed capsicum with tofu,2 capsicums,480,26,55,14,8
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Dinner,Dal soup & whole wheat bread,1 bowl,420,20,50,10,5
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Dinner,Vegetable upma with peanuts,1 bowl,460,18,55,12,6
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Post-Workout,Protein shake with almonds,1 glass,300,30,30,5,4
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Post-Workout,Soy milk smoothie with oats,1 glass,320,25,40,8,5
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Post-Workout,Tofu scramble with toast,1 plate,350,28,45,10,6
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Post-Workout,Coconut water with chana,1 glass,280,22,30,8,5
37,Strength Training,<18.5,Underweight,~2200-2700 kcal,Vegetarian,Post-Workout,Peanut butter banana smoothie,1 glass,350,26,50,12,4
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Breakfast,Oats with nuts and banana,1 bowl,350,12,55,10,6
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Breakfast,Paneer paratha with curd,2 parathas,400,15,50,15,5
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Breakfast,Besan cheela with chutney,3 cheelas,380,14,45,12,6
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Breakfast,Sprouts salad with lemon,1 bowl,300,18,40,8,8
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Breakfast,Banana peanut butter toast,2 toasts,420,16,50,18,5
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Lunch,"Dal, brown rice & sabzi",1 plate,500,20,70,12,8
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Lunch,Rajma with quinoa & curd,1 plate,550,22,75,14,9
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Lunch,Soybean curry with chapati,2 chapatis,530,25,65,15,10
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Lunch,Chickpea salad & buttermilk,1 bowl,480,22,60,14,8
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Lunch,Tofu stir-fry with millet,1 plate,520,24,68,16,9
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Snack,Greek yogurt with almonds,1 bowl,250,18,20,10,4
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Snack,Boiled eggs with avocado,2 eggs,300,20,10,18,2
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Snack,Cottage cheese with fruit,1 bowl,280,16,30,10,5
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Snack,Hummus with multigrain bread,2 slices,270,14,35,8,6
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Snack,Peanut chikki with milk,1 bar,320,12,40,15,4
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Dinner,Grilled paneer with veggies,1 plate,450,22,50,15,6
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Dinner,Moong dal khichdi & raita,1 bowl,500,24,65,12,7
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Dinner,Stuffed capsicum with tofu,2 capsicums,480,26,55,14,8
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Dinner,Dal soup & whole wheat bread,1 bowl,420,20,50,10,5
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Dinner,Vegetable upma with peanuts,1 bowl,460,18,55,12,6
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Post-Workout,Protein shake with almonds,1 glass,300,30,30,5,4
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Post-Workout,Soy milk smoothie with oats,1 glass,320,25,40,8,5
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Post-Workout,Tofu scramble with toast,1 plate,350,28,45,10,6
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Post-Workout,Coconut water with chana,1 glass,280,22,30,8,5
38,Strength Training,18.5 - 24.9,Normal weight,~2400-2900 kcal,Vegetarian,Post-Workout,Peanut butter banana smoothie,1 glass,350,26,50,12,4
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Breakfast,Oats with nuts and banana,1 bowl,350,12,55,10,6
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Breakfast,Paneer paratha with curd,2 parathas,400,15,50,15,5
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Breakfast,Besan cheela with chutney,3 cheelas,380,14,45,12,6
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Breakfast,Sprouts salad with lemon,1 bowl,300,18,40,8,8
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Breakfast,Banana peanut butter toast,2 toasts,420,16,50,18,5
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Lunch,"Dal, brown rice & sabzi",1 plate,500,20,70,12,8
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Lunch,Rajma with quinoa & curd,1 plate,550,22,75,14,9
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Lunch,Soybean curry with chapati,2 chapatis,530,25,65,15,10
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Lunch,Chickpea salad & buttermilk,1 bowl,480,22,60,14,8
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Lunch,Tofu stir-fry with millet,1 plate,520,24,68,16,9
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Snack,Greek yogurt with almonds,1 bowl,250,18,20,10,4
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Snack,Boiled eggs with avocado,2 eggs,300,20,10,18,2
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Snack,Cottage cheese with fruit,1 bowl,280,16,30,10,5
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Snack,Hummus with multigrain bread,2 slices,270,14,35,8,6
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Snack,Peanut chikki with milk,1 bar,320,12,40,15,4
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Dinner,Grilled paneer with veggies,1 plate,450,22,50,15,6
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Dinner,Moong dal khichdi & raita,1 bowl,500,24,65,12,7
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Dinner,Stuffed capsicum with tofu,2 capsicums,480,26,55,14,8
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Dinner,Dal soup & whole wheat bread,1 bowl,420,20,50,10,5
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Dinner,Vegetable upma with peanuts,1 bowl,460,18,55,12,6
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Post-Workout,Protein shake with almonds,1 glass,300,30,30,5,4
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Post-Workout,Soy milk smoothie with oats,1 glass,320,25,40,8,5
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Post-Workout,Tofu scramble with toast,1 plate,350,28,45,10,6
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Post-Workout,Coconut water with chana,1 glass,280,22,30,8,5
39,Strength Training,25 - 29.9,Overweight,~2600-3100 kcal,Vegetarian,Post-Workout,Peanut butter banana smoothie,1 glass,350,26,50,12,4
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Breakfast,Oats with nuts and banana,1 bowl,350,12,55,10,6
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Breakfast,Paneer paratha with curd,2 parathas,400,15,50,15,5
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Breakfast,Besan cheela with chutney,3 cheelas,380,14,45,12,6
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Breakfast,Sprouts salad with lemon,1 bowl,300,18,40,8,8
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Breakfast,Banana peanut butter toast,2 toasts,420,16,50,18,5
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Lunch,"Dal, brown rice & sabzi",1 plate,500,20,70,12,8
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Lunch,Rajma with quinoa & curd,1 plate,550,22,75,14,9
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Lunch,Soybean curry with chapati,2 chapatis,530,25,65,15,10
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Lunch,Chickpea salad & buttermilk,1 bowl,480,22,60,14,8
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Lunch,Tofu stir-fry with millet,1 plate,520,24,68,16,9
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Snack,Greek yogurt with almonds,1 bowl,250,18,20,10,4
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Snack,Boiled eggs with avocado,2 eggs,300,20,10,18,2
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Snack,Cottage cheese with fruit,1 bowl,280,16,30,10,5
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Snack,Hummus with multigrain bread,2 slices,270,14,35,8,6
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Snack,Peanut chikki with milk,1 bar,320,12,40,15,4
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Dinner,Grilled paneer with veggies,1 plate,450,22,50,15,6
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Dinner,Moong dal khichdi & raita,1 bowl,500,24,65,12,7
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Dinner,Stuffed capsicum with tofu,2 capsicums,480,26,55,14,8
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Dinner,Dal soup & whole wheat bread,1 bowl,420,20,50,10,5
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Dinner,Vegetable upma with peanuts,1 bowl,460,18,55,12,6
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Post-Workout,Protein shake with almonds,1 glass,300,30,30,5,4
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Post-Workout,Soy milk smoothie with oats,1 glass,320,25,40,8,5
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Post-Workout,Tofu scramble with toast,1 plate,350,28,45,10,6
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Post-Workout,Coconut water with chana,1 glass,280,22,30,8,5
40,Strength Training,30 - 34.9,Obesity Class 1,~2800-3300 kcal,Vegetarian,Post-Workout,Peanut butter banana smoothie,1 glass,350,26,50,12,4
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Breakfast,Oats with nuts and banana,1 bowl,350,12,55,10,6
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Breakfast,Paneer paratha with curd,2 parathas,400,15,50,15,5
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Breakfast,Besan cheela with chutney,3 cheelas,380,14,45,12,6
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Breakfast,Sprouts salad with lemon,1 bowl,300,18,40,8,8
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Breakfast,Banana peanut butter toast,2 toasts,420,16,50,18,5
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Lunch,"Dal, brown rice & sabzi",1 plate,500,20,70,12,8
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Lunch,Rajma with quinoa & curd,1 plate,550,22,75,14,9
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Lunch,Soybean curry with chapati,2 chapatis,530,25,65,15,10
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Lunch,Chickpea salad & buttermilk,1 bowl,480,22,60,14,8
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Lunch,Tofu stir-fry with millet,1 plate,520,24,68,16,9
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Snack,Greek yogurt with almonds,1 bowl,250,18,20,10,4
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Snack,Boiled eggs with avocado,2 eggs,300,20,10,18,2
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Snack,Cottage cheese with fruit,1 bowl,280,16,30,10,5
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Snack,Hummus with multigrain bread,2 slices,270,14,35,8,6
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Snack,Peanut chikki with milk,1 bar,320,12,40,15,4
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Dinner,Grilled paneer with veggies,1 plate,450,22,50,15,6
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Dinner,Moong dal khichdi & raita,1 bowl,500,24,65,12,7
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Dinner,Stuffed capsicum with tofu,2 capsicums,480,26,55,14,8
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Dinner,Dal soup & whole wheat bread,1 bowl,420,20,50,10,5
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Dinner,Vegetable upma with peanuts,1 bowl,460,18,55,12,6
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Post-Workout,Protein shake with almonds,1 glass,300,30,30,5,4
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Post-Workout,Soy milk smoothie with oats,1 glass,320,25,40,8,5
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Post-Workout,Tofu scramble with toast,1 plate,350,28,45,10,6
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Post-Workout,Coconut water with chana,1 glass,280,22,30,8,5
41,Strength Training,35 - 39.9,Obesity Class 2,~3000-3500 kcal,Vegetarian,Post-Workout,Peanut butter banana smoothie,1 glass,350,26,50,12,4
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Breakfast,Oats with nuts and banana,1 bowl,350,12,55,10,6
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Breakfast,Paneer paratha with curd,2 parathas,400,15,50,15,5
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Breakfast,Besan cheela with chutney,3 cheelas,380,14,45,12,6
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Breakfast,Sprouts salad with lemon,1 bowl,300,18,40,8,8
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Breakfast,Banana peanut butter toast,2 toasts,420,16,50,18,5
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Lunch,"Dal, brown rice & sabzi",1 plate,500,20,70,12,8
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Lunch,Rajma with quinoa & curd,1 plate,550,22,75,14,9
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Lunch,Soybean curry with chapati,2 chapatis,530,25,65,15,10
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Lunch,Chickpea salad & buttermilk,1 bowl,480,22,60,14,8
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Lunch,Tofu stir-fry with millet,1 plate,520,24,68,16,9
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Snack,Greek yogurt with almonds,1 bowl,250,18,20,10,4
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Snack,Boiled eggs with avocado,2 eggs,300,20,10,18,2
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Snack,Cottage cheese with fruit,1 bowl,280,16,30,10,5
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Snack,Hummus with multigrain bread,2 slices,270,14,35,8,6
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Snack,Peanut chikki with milk,1 bar,320,12,40,15,4
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Dinner,Grilled paneer with veggies,1 plate,450,22,50,15,6
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Dinner,Moong dal khichdi & raita,1 bowl,500,24,65,12,7
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Dinner,Stuffed capsicum with tofu,2 capsicums,480,26,55,14,8
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Dinner,Dal soup & whole wheat bread,1 bowl,420,20,50,10,5
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Dinner,Vegetable upma with peanuts,1 bowl,460,18,55,12,6
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Post-Workout,Protein shake with almonds,1 glass,300,30,30,5,4
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Post-Workout,Soy milk smoothie with oats,1 glass,320,25,40,8,5
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Post-Workout,Tofu scramble with toast,1 plate,350,28,45,10,6
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Post-Workout,Coconut water with chana,1 glass,280,22,30,8,5
42,Strength Training,40+,Obesity Class 3,~3200-3700 kcal,Vegetarian,Post-Workout,Peanut butter banana smoothie,1 glass,350,26,50,12,4
